reviewid,title,artist,label,pub_year,year,genre,score,best_new_music
6586,"a fever you can't sweat out","panic! at the disco","decaydance/fueled by ramen",2005,2005,rock,1.5,0
6589,"the singles collection 03-05","piano overlord","money studies",2005,2005,,3.0,0
6590,"first comes first","the paddingtons",vertigo,2006,2005,rock,5.5,0
6591,"the indian tower","pearls and brass","drag city",2006,2006,,5.8,0
6594,audition,p.o.s.,rhymesayers,2006,2006,rap,6.2,0
6595,"pirate radio","the pretenders",rhino,2006,2006,rock,8.2,0
6596,dins,"psychic ills","social registry",2006,2006,experimental/rock,7.4,0
6597,"the million colour revolution","the pinker tones",nacional,2006,2006,pop/r&b,7.3,0
6598,"mortal mirror",quix*o*tic,"kill rock stars",2002,2002,electronic/pop/r&b/rock,3.6,0
6599,"are you ready for an organ solo?",quintron,three-one-g,2003,2003,electronic/rock,7.7,0
6600,"swamp tech","quintron and miss pussycat",tigerbeat6,2006,2005,,7.2,0
6603,"the death of quickspace",quickspace,matador,2000,,experimental/rock,8.3,0
6606,"songs for the deaf","queens of the stone age",interscope,2002,2002,metal/rock,7.9,0
6607,"lullabies to paralyze","queens of the stone age",interscope,2005,2005,metal/rock,7.5,0
6608,"over the years and through the woods","queens of the stone age",interscope,2005,2005,metal/rock,7.6,0
6610,"the unseen",quasimoto,"stones throw",2000,,rap,7.3,0
6611,"astronaut ep",quasimoto,antidote,2002,2002,rap,8.7,0
6612,"the further adventures of lord quas",quasimoto,"stones throw",2005,2005,rap,7.0,0
6613,"the unseen",quasimoto,"stones throw",2005,2005,rap,8.5,0
6614,"the sword of god",quasi,"touch and go",2001,2001,experimental/rock,6.0,0
6616,"hot shit",quasi,"touch and go",2003,2003,experimental/rock,5.2,0
6617,"field studies",quasi,up,1999,1999,experimental/rock,6.3,0
6619,"early recordings",quasi,"touch and go",2001,1996/2001,experimental/rock,5.2,0
6620,"when the going gets dark",quasi,"touch and go",2006,2006,experimental/rock,7.0,0
6621,spectrum,quannum,quannum,1999,,,7.5,0
6622,amplified,q-tip,arista,1999,1999,rap,6.8,0
6624,"invisible airline","q-burns abstract message",astralwerks,2001,2001,electronic,4.7,0
6626,"no kill no beep beep","q and not u",dischord,2000,2000,,7.1,0
6627,"different damage","q and not u",dischord,2003,2002,,7.8,0
6628,power,"q and not u",dischord,2004,2004,,7.5,0
6629,"mishaps happening",quantic,ubiquity,2004,2004,electronic/jazz/pop/r&b,6.9,0
6630,"babies makin' babies 2: misery strikes back...no more babies",questlove,bbe,2006,2006,rap,7.1,0
6632,"satan's kickin' yr dick in",racebannon,"secretly canadian",2003,2002,metal/rock,8.3,0
6633,"in the grips of the light",racebannon,jagjaguwar,2002,2002,metal/rock,7.4,0
6634,selenography,"rachel's","quarterstick/touch and go",1999,1999,rock,8.0,0
6638,"thinking of you","bogdan raczynski",rephlex,1999,,electronic,6.6,0
6639,"my love i love","bogdan raczynski",rephlex,2001,2001,electronic,8.1,0
6641,"'96 drum n bass classixxx","bogdan raczynski",rephlex,2002,2002,electronic,8.7,0
6642,"the singing hatchet","radar bros.","seethru broadcasting",1999,1999,rock,7.2,0
6644,"and the surrounding mountains","radar bros.",merge,2002,2002,rock,8.1,0
6645,"the fallen leaf pages","radar bros.",merge,2005,2005,rock,6.6,0
6647,rec.extern,radian,"thrill jockey",2002,2002,rock,7.4,0
6648,juxtaposition,radian,"thrill jockey",2004,2004,rock,7.1,0
6649,"the new song and dance","radio 4","gern blandsten",2000,2000,electronic/rock,6.3,0
6650,gotham!,"radio 4","gern blandsten",2002,2002,electronic/rock,6.1,0
6651,"stealing of a nation","radio 4",astralwerks,2004,2004,electronic/rock,2.1,0
6652,"the essential radio birdman (1974-1978)","radio birdman","sub pop",2001,2001,rock,8.6,0
6656,"kid a",radiohead,capitol,2000,2000,rock,10.0,0
6657,"i might be wrong: live recordings ep",radiohead,capitol,2001,2001,rock,8.0,0
6659,amnesiac,radiohead,capitol,2001,2001,rock,9.0,0
6663,"exit music: songs with radio heads","various artists",bbe/rapster,2006,2006,,0.6,0
6664,pyramidi,radioinactive,mush,2001,2001,rap,6.7,0
6665,"free kamal","radioinactive, antimc",mush,2004,2004,rap,7.7,0
6671,"long knives drawn","rainer maria",polyvinyl,2003,2003,rock,4.4,0
6672,"catastrophe keeps us together","rainer maria",grunion,2006,2006,rock,4.8,0
6679,"legends bleed","marky ramone, the speedkings","thirsty ear",2003,2002,rock,3.4,0
6681,"nyc 1978",ramones,"king biscuit",2003,2003,rock,7.3,0
6683,"weird tales of the ramones",ramones,rhino,2005,2005,rock,9.6,0
6689,"walking in jerusalem",random_inc,"mille plateaux",2003,2002,,8.4,0
6692,"out of the races and onto the tracks ep","the rapture","sub pop",2001,2001,electronic/rock,7.3,0
6693,echoes,"the rapture",strummer/universal,2003,2003,electronic/rock,9.0,1
6694,"radio blackout","t. raumschmiere",mute,2003,2003,electronic/rock,8.0,0
6695,anti,"t. raumschmiere",hefty,2003,2002,electronic/rock,6.0,0
6696,"blitzkrieg pop","t. raumschmiere",novamute,2005,2005,electronic/rock,6.4,0
6697,"whip it on!","the raveonettes","crunchy frog",2003,2002,rock,5.8,0
6698,"chain gang of love","the raveonettes",columbia,2003,2003,rock,7.1,0
6699,"pretty in black","the raveonettes",columbia,2005,2005,rock,6.8,0
6702,"where psyche meets cupid","the real tuesday weld",kindercore,2002,2001,electronic/folk/country/pop/r&b,7.0,0
6703,"i, lucifer","the real tuesday weld","six degrees",2004,2004,electronic/folk/country/pop/r&b,7.8,0
6704,"the return of the clerkenwell kid","the real tuesday weld","six degrees",2005,2005,electronic/folk/country/pop/r&b,6.9,0
6705,reclinerland,reclinerland,hush,2002,2001,pop/r&b,6.3,0
6709,californication,"red hot chili peppers","warner bros.",1999,1999,rock,6.8,0
6710,"stadium arcadium","red hot chili peppers","warner bros.",2006,2006,rock,4.7,0
6718,"gunpowder, treason and plot","red monkey","troubleman unlimited",2002,2001,rock,2.7,0
6721,"home of the cannon saints","red shirt brigade",arborvitae,2002,2001,,7.1,0
6722,"red snapper","red snapper",lo,2003,2003,electronic,2.8,0
6723,"our aim is to satisfy red snapper","red snapper",matador/warp,2000,,electronic,7.6,0
6725,"life in a bubble can be beautiful","red stars theory","touch and go",1999,,rock,8.4,0
6726,"ep [2001]","red stars theory","suicide squeeze",2001,2001,rock,4.6,0
6727,ep,"red stars theory","touch and go",2000,,rock,7.8,0
6729,"after the last","the red thread",badman,2003,2003,rock,7.3,0
6730,neurotica,"redd kross","big time",2002,1987/2002,metal/rock,9.0,0
6731,transformer,"lou reed",rca,2003,1972/2003,rock,8.4,0
6732,"the raven","lou reed",reprise/sire,2003,2003,rock,2.0,0
6734,"nyc man: the collection","lou reed",rca,2003,2003,rock,6.3,0
6735,ecstasy,"lou reed",reprise,2000,2000,rock,6.5,0
6737,"bataclan 72","john cale, nico, lou reed",pilot,2004,2004,experimental/rock,7.6,0
6738,"animal serenade","lou reed","warner bros.",2004,2004,rock,6.5,0
6742,"under the tray","reggie and the full effect",vagrant,2003,2003,metal/rock,3.7,0
6744,"you are (variations)","steve reich",nonesuch,2006,2005,experimental,8.0,0
6745,"y'all get scared now, ya hear!","reindeer section",pias,2001,2001,rock,6.4,0
6746,"son of evil reindeer","reindeer section",pias,2002,2002,rock,6.6,0
6748,reveal,r.e.m.,"warner bros.",2001,,rock,5.0,0
6751,"in time: the best of r.e.m. 1988-2003",r.e.m.,"warner bros.",2003,2003,rock,7.5,0
6752,"around the sun",r.e.m.,"warner bros.",2004,2004,rock,5.2,0
6754,"seven more minutes","the rentals",maverick/reprise,1999,,rock,5.9,0
6760,sketchbook,req,warp,2002,2002,electronic,8.4,0
6761,"car paint scheme",req,warp,2003,2003,electronic,5.6,0
6766,"the commercial album: 25th anniversary edition","the residents",ralph,2004,1980/2004,electronic/experimental/rock,7.0,0
6768,"moon money moon ep",retsin,acuarela,2002,2002,rock,3.4,0
6769,"i blame the scenery","reuben's accomplice","better looking",2002,2001,,2.8,0
6773,"lucky 7","the reverend horton heat",artemis,2002,2002,rock,5.8,0
6776,"the wedding mixer",rhettmatic,"beat junkie sound",2002,2002,rap,7.8,0
6781,"her mystery not of high heels and eye shadow","jonathan richman",vapor,2002,2001,rock,8.0,0
6782,"not so much to be loved as to love","jonathan richman",sanctuary,2004,2004,rock,8.1,0
6787,"take offs and landings","rilo kiley",barsuk,2002,2001,rock,4.0,0
6788,"the execution of all things","rilo kiley","saddle creek",2003,2002,rock,7.5,0
6789,"more adventurous","rilo kiley","beaute/brute/warner bros.",2004,2004,rock,6.7,0
6790,"music kills me",rinocerose,v2,2002,2002,,2.7,0
6791,"installation sonore",rinocerose,v2,2000,2000,,6.2,0
6792,pump,"rip-off artist","mille plateaux",2002,2001,electronic,7.0,0
6794,"united by fate","rival schools",island,2001,2001,metal/rock,6.3,0
6796,"the horror ep",rjd2,"definitive jux",2003,2003,electronic,7.3,0
6797,deadringer,rjd2,"definitive jux",2002,2002,electronic,8.8,0
6798,"since we last spoke",rjd2,"definitive jux",2004,2004,electronic,7.0,0
6800,"farewell sorrow","alasdair roberts","drag city",2003,2003,folk/country,7.5,0
6802,"we were born in a flame","sam roberts",universal,2003,2003,rock,6.3,0
6803,"the inhuman condition ep","sam roberts",universal,2003,2002,rock,7.9,0
6804,"they ate themselves","the robot ate me","swim slowly",2003,2002,rock,7.6,0
6805,"on vacation","the robot ate me","swim slowly",2004,2004,rock,7.2,0
6806,"carousel waltz","the robot ate me",5rc,2005,2005,rock,7.8,0
6812,"group sounds","rocket from the crypt",vagrant,2001,2001,metal/rock,8.2,0
6813,"circa: now! +4","rocket from the crypt",cargo/headhunter,2004,1993/2004,metal/rock,6.8,0
6814,"the day the earth met rocket from the tombs","rocket from the tombs","smog veil",2002,2002,electronic/rock,7.4,0
6815,"rocket redux","rocket from the tombs","morphius/smog veil",2004,2004,electronic/rock,8.3,0
6816,"another beginning",rockfour,"rainbow quartz",2003,2002,rock,8.0,0
6817,nationwide,rockfour,"rainbow quartz",2004,2004,rock,7.1,0
6819,"purely evil","the rogers sisters","troubleman unlimited",2003,2002,rock,4.9,0
6820,"three fingers","the rogers sisters","troubleman unlimited",2004,2004,rock,5.8,0
6824,nice,"rollins band",sanctuary,2002,2001,rock,3.0,0
6829,"shined nickels and loose change",rondelles,k,2001,2001,pop/r&b,5.9,0
6830,rooney,rooney,geffen,2003,2003,rock,6.5,0
6832,phrenology,"the roots",mca/okayplayer,2003,2002,rap,8.1,0
6833,"the roots come alive","the roots",mca,2000,1999,rap,5.7,0
6834,"the tipping point","the roots",geffen,2004,2004,rap,5.4,0
6835,"home grown! the beginners guide to understanding the roots, vols. 1 & 2","the roots",geffen,2005,2005,rap,6.9,0
6836,"some things plural","the roots of orchis",slowdance,2002,2002,rock,7.0,0
6840,"great curves",rotoscope,jester,2001,2001,electronic,8.2,0
6841,"under cold blue stars","josh rouse","ryko/slow river",2002,2002,rock,6.4,0
6842,1972,"josh rouse",ryko,2003,2003,rock,7.0,0
6843,nashville,"josh rouse",ryko,2005,2005,rock,6.6,0
6844,subttulo,"josh rouse",nettwerk,2006,2006,rock,3.7,0
6845,sai,rovo,"warner bros.",2002,2001,,8.2,0
6847,flage,rovo,"warner bros.",2003,2002,,6.8,0
6848,"duos for doris","keith rowe",erstwhile,2003,2003,electronic/experimental,7.8,0
6849,"live at the lu","fennesz, keith rowe",erstwhile,2004,2004,electronic/experimental,6.4,0
6852,"alone at the microphone","royal city","three gut",2002,2001,rock,8.4,0
6853,"little heart's ease","royal city","rough trade",2004,2004,rock,5.8,0
6856,"pound for pound","royal trux","drag city",2000,2000,rock,5.6,0
6857,"hand of glory","royal trux","drag city",2002,2002,rock,8.2,0
6860,"melody a.m.",ryksopp,astralwerks,2003,2002,electronic/pop/r&b,7.8,0
6861,"the understanding",ryksopp,"astralwerks/wall of sound",2005,2005,electronic/pop/r&b,8.1,0
6862,"what else is there? ep",ryksopp,astralwerks,2006,2006,electronic/pop/r&b,7.6,0
6863,"ryksopp's night out",ryksopp,astralwerks,2006,2006,electronic/pop/r&b,6.2,0
6867,tzomborgha,ruins,ipecac,2002,2002,experimental,7.9,0
6871,1986-1992,ruins,"skin graft",2002,2002,experimental,7.3,0
6872,"obscured by clowns","rumah sakit","temporary residence",2002,2002,rock,7.2,0
6879,"let's get ready to crumble","the russian futurists","upper class",2003,2003,rock,8.6,0
6880,"our thickness","the russian futurists","upper class",2005,2005,rock,7.8,0
6881,"whatever it meant","nate ruth",soundless,2002,2002,,7.8,0
6883,"on top","rye coalition","tiger style",2002,2002,metal/rock,8.2,0
6885,curses,"rye coalition","gern blandsten",2006,2006,metal/rock,4.0,0
6888,"birth of a prince",rza,sanctuary,2003,2003,rap,3.1,0
6889,"make out","the rosebuds",merge,2003,2003,rock,7.3,0
6890,"unwind ep","the rosebuds",merge,2005,2005,rock,7.0,0
6891,"birds make good neighbors","the rosebuds",merge,2005,2005,rock,8.1,0
6892,"in a wilderness",resplendent,"mixx tape",2003,2003,,7.9,0
6897,"x-factor, vol. 1","richard x",astralwerks,2003,2003,pop/r&b,7.7,0
6898,o,"damien rice",vector,2003,2003,rock,5.4,0
6899,"god's got it: the legendary booker and jackson singles","reverend charlie jackson","aum fidelity/casequarter",2003,2003,,8.0,0
6900,"summer fling","red hot valentines",polyvinyl,2003,2003,rock,3.0,0
6901,"something's gotta give","roosevelt franklin","third earth",2003,2003,rap,6.8,0
6902,"lost and found: hip-hop underground soul classics","pete rock",rapster,2003,2003,rap,8.2,0
6903,"the surviving elements: from the soul survivor ii sessions","pete rock",bbe,2005,2005,rap,6.8,0
6904,"to live","martin rev",file-13,2004,2003,electronic,5.2,0
6905,"sound murderer",remarc,"planet ",2004,2003,electronic,8.8,0
6906,"the lex diamond story",raekwon,universal,2004,2003,rap,6.8,0
6907,"the world of arthur russell","arthur russell","soul jazz",2004,2004,experimental,8.9,0
6908,"calling out of context","arthur russell",audika,2004,2004,experimental,7.9,0
6909,"world of echo","arthur russell",upside,2004,1986/2004,experimental,8.4,0
6910,"first thought, best thought","arthur russell",audika,2006,2006,experimental,7.5,0
6911,"tomorrow is again",relict,"vegas morn",2004,2003,,7.3,0
6912,"steady rocking",romanowski,"future primitive sound",2004,2003,global/pop/r&b,7.1,0
6913,ratatat,ratatat,xl,2004,2004,electronic,8.4,0
6914,remixes,ratatat,cdr,2004,2004,electronic,7.0,0
6915,"treats for the nightwalker","josh roseman","enja/justin time",2004,2003,jazz,7.2,0
6916,"i love my organ","tom recchion",birdman,2004,2004,experimental/rock,7.5,0
6917,"the blue notebooks","max richter","fat cat",2004,2004,experimental,8.7,1
6919,"out of the shadow","rogue wave","sub pop",2004,2004,experimental/rock,7.8,0
6920,"descended like vultures","rogue wave","sub pop",2005,2005,experimental/rock,7.8,0
6921,"up all night",razorlight,universal,2004,2004,electronic/rock,3.7,0
6922,"too much guitar","reigning sound","in the red",2004,2004,electronic/rock,8.3,0
6923,"home for orphans","reigning sound","sympathy for the record industry",2005,2005,electronic/rock,7.8,0
6924,"a manual dexterity: soundtrack, vol. 1","omar rodriguez-lpez",gsl,2004,2004,rock,7.5,0
6925,"omar rodriguez","omar rodriguez-lpez","willie anderson",2006,2006,rock,7.1,0
6926,"siren song of the counter culture","rise against",geffen,2004,2004,,2.9,0
6927,"mystery spot","chris richards",jam,2004,2004,pop/r&b,7.3,0
6928,eps,"rah bras",lovitt,2004,2004,rock,6.8,0
6929,whohm,"rah bras",lovitt,2006,2005,rock,6.8,0
6930,rhythmatism,"steve reid",mustevic,2004,1975/2004,jazz,9.0,0
6931,"spirit walk","steve reid ensemble","soul jazz",2006,2005,jazz,7.8,0
6932,transmaniacon,rtx,"drag city",2004,2004,rock,5.8,0
6933,"the floating glass key in the sky","rainstick orchestra","ninja tune",2004,2004,jazz,7.3,0
6934,"die rugged man die","r.a. the rugged man","nature sounds",2004,2004,rap,7.5,0
6935,"de nova","the redwalls",capitol,2005,2005,electronic/rock,3.6,0
6938,"yr atal genhedlaeth","gruff rhys","placid casual/rough trade",2005,2005,rock,7.8,0
6939,"hello starling","josh ritter","signature sounds",2005,2003/2005,rock,8.3,0
6940,"all the plans resting",readymade,"where are my",2005,2005,pop/r&b,7.0,0
6941,"tree city","robbers on high street","new line",2005,2005,rock,6.0,0
6942,"guns & roses","ruff sqwad",self-released,2005,2005,rap,7.2,0
6943,sleepers,"rapper big pooh","6 hole",2005,2005,rap,6.7,0
6944,"awfully deep","roots manuva","big dada",2005,2005,electronic/jazz/rap,6.4,0
6945,"at the soundless dawn","red sparowes",neurot,2005,2005,metal/rock,5.9,0
6946,clients,"the red chord","metal blade",2005,2005,,7.1,0
6949,robyn,robyn,konichiwa,2005,2005,pop/r&b,8.2,0
6950,distortion,"rev run","def jam",2005,,rap,5.4,0
6951,"purple blaze","ris paul ric","academy fight song",2006,2005,electronic,7.0,0
6952,"kensington blues","jack rose",vhf,2005,2005,folk/country,8.0,0
6953,"phoenician flu and ancient ocean","residual echoes","holy mountain",2006,2005,rock,5.5,0
6954,"the maginot line","raising the fawn","sonic unyon",2006,2006,rock,7.6,0
6955,"they think they are the robocop kraus","the robocop kraus",epitaph,2006,2006,electronic/rock,6.7,0
6956,"ideal lives",rahim,frenchkiss,2006,2006,rap/rock,7.5,0
6957,"broken boy soldiers","the raconteurs","third man/v2",2006,2006,rock,7.3,0
6958,"sharkey's machine",sharkey,babygrande,2004,2004,metal,2.7,0
6959,"beyond the blue heaven",saboten,"god mountain",2003,2003,rock,7.0,0
6960,"kind kind","sack und blumm",staubgold,2003,2003,,7.4,0
6963,"stories often told","the sadies","yep roc",2003,2002,rock,7.0,0
6964,"favourite colours","the sadies","yep roc",2004,2004,rock,7.2,0
6965,"parts water","safety scissors","plug research",2000,2001,electronic,8.5,0
6966,"tainted lunch","safety scissors",~scape,2006,2005,electronic,8.5,0
6967,"jennie bomb","sahara hotnights",jetset,2002,2002,electronic/rock,7.3,0
6968,"c'mon let's pretend","sahara hotnights",bmg,2003,1999/2003,electronic/rock,6.8,0
6969,"kiss & tell","sahara hotnights",rca,2004,2004,electronic/rock,8.1,0
6970,"sound of water","saint etienne","sub pop",2000,2000,electronic/rock,7.7,0
6971,"places to visit ep","saint etienne","sub pop",1999,1999,electronic/rock,6.4,0
6972,interlude,"saint etienne","sub pop",2001,2001,electronic/rock,7.8,0
6974,finisterre,"saint etienne",beggars/mantra,2002,2002,electronic/rock,7.6,0
6975,"travel edition, 1990-2004","saint etienne","sub pop",2004,2004,electronic/rock,9.0,0
